key,English,हिंदी,भोजपुरी,ਪੰਜਾਬੀ,मराठी,category
auto_community_stabilize_evening_0156,Stabilize community support for evening review.,स्थिर रखें समुदाय सहायता शाम समीक्षा के लिए।,स्थिर राखीं समुदाय सहारा सांझ समीक्षा खातिर।,ਸਥਿਰ ਰੱਖੋ ਕਮਿਊਨਿਟੀ ਸਹਾਇਤਾ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,स्थिर ठेवा समुदाय मदत सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_market_stabilize_evening_0157,Stabilize market readiness for evening review.,स्थिर रखें बाजार तैयारी शाम समीक्षा के लिए।,स्थिर राखीं बाजार तैयारी सांझ समीक्षा खातिर।,ਸਥਿਰ ਰੱਖੋ ਮਾਰਕੀਟ ਤਿਆਰੀ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,स्थिर ठेवा बाजार तयारी सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_expert_stabilize_evening_0158,Stabilize expert escalation for evening review.,स्थिर रखें विशेषज्ञ सहायता शाम समीक्षा के लिए।,स्थिर राखीं विशेषज्ञ मदद सांझ समीक्षा खातिर।,ਸਥਿਰ ਰੱਖੋ ਮਾਹਰ ਸਹਾਇਤਾ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,स्थिर ठेवा तज्ञ सल्ला सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_report_stabilize_evening_0159,Stabilize report generation for evening review.,स्थिर रखें रिपोर्ट निर्माण शाम समीक्षा के लिए।,स्थिर राखीं रिपोर्ट बनावल सांझ समीक्षा खातिर।,ਸਥਿਰ ਰੱਖੋ ਰਿਪੋਰਟ ਤਿਆਰ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,स्थिर ठेवा अहवाल निर्मिती सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_weather_prepare_evening_0160,Prepare weather planning for evening review.,तैयार करें मौसम योजना शाम समीक्षा के लिए।,तइयार करीं मौसम योजना सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਮੌਸਮ ਯੋਜਨਾ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा हवामान नियोजन सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_scan_prepare_evening_0161,Prepare leaf scan quality for evening review.,तैयार करें पत्ती स्कैन गुणवत्ता शाम समीक्षा के लिए।,तइयार करीं पत्ता स्कैन गुणवत्ता सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਪੱਤਾ ਸਕੈਨ ਕੁਆਲਿਟੀ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा पान स्कॅन गुणवत्ता सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_soil_prepare_evening_0162,Prepare soil readiness for evening review.,तैयार करें मिट्टी तैयारी शाम समीक्षा के लिए।,तइयार करीं माटी तैयारी सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਮਿੱਟੀ ਤਿਆਰੀ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा माती तयारी सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_irrigation_prepare_evening_0163,Prepare irrigation timing for evening review.,तैयार करें सिंचाई समय शाम समीक्षा के लिए।,तइयार करीं सिंचाई समय सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਸਿੰਚਾਈ ਸਮਾਂ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा सिंचन वेळ सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_nutrition_prepare_evening_0164,Prepare nutrient balance for evening review.,तैयार करें पोषण संतुलन शाम समीक्षा के लिए।,तइयार करीं पोषण संतुलन सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਪੋਸ਼ਣ ਸੰਤੁਲਨ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा पोषण संतुलन सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_canopy_prepare_evening_0165,Prepare canopy management for evening review.,तैयार करें पौध संरचना प्रबंधन शाम समीक्षा के लिए।,तइयार करीं पौधा बनावट प्रबंधन सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਛਤਰੀ ਪ੍ਰਬੰਧਨ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा छत्र व्यवस्थापन सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_community_prepare_evening_0166,Prepare community support for evening review.,तैयार करें समुदाय सहायता शाम समीक्षा के लिए।,तइयार करीं समुदाय सहारा सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਕਮਿਊਨਿਟੀ ਸਹਾਇਤਾ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा समुदाय मदत सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_market_prepare_evening_0167,Prepare market readiness for evening review.,तैयार करें बाजार तैयारी शाम समीक्षा के लिए।,तइयार करीं बाजार तैयारी सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਮਾਰਕੀਟ ਤਿਆਰੀ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा बाजार तयारी सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_expert_prepare_evening_0168,Prepare expert escalation for evening review.,तैयार करें विशेषज्ञ सहायता शाम समीक्षा के लिए।,तइयार करीं विशेषज्ञ मदद सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਮਾਹਰ ਸਹਾਇਤਾ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा तज्ञ सल्ला सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_report_prepare_evening_0169,Prepare report generation for evening review.,तैयार करें रिपोर्ट निर्माण शाम समीक्षा के लिए।,तइयार करीं रिपोर्ट बनावल सांझ समीक्षा खातिर।,ਤਿਆਰ ਕਰੋ ਰਿਪੋਰਟ ਤਿਆਰ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,तयार करा अहवाल निर्मिती सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_weather_validate_evening_0170,Validate weather planning for evening review.,सत्यापित करें मौसम योजना शाम समीक्षा के लिए।,पक्का करीं मौसम योजना सांझ समीक्षा खातिर।,ਤਸਦੀਕ ਕਰੋ ਮੌਸਮ ਯੋਜਨਾ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,प्रमाणित करा हवामान नियोजन सायंकाळी आढाव्यासाठी.,synthetic_extension
auto_scan_validate_evening_0171,Validate leaf scan quality for evening review.,सत्यापित करें पत्ती स्कैन गुणवत्ता शाम समीक्षा के लिए।,पक्का करीं पत्ता स्कैन गुणवत्ता सांझ समीक्षा खातिर।,ਤਸਦੀਕ ਕਰੋ ਪੱਤਾ ਸਕੈਨ ਕੁਆਲਿਟੀ ਸ਼ਾਮ ਸਮੀਖਿਆ ਲਈ।,प्रमाणित करा पान स्कॅन गुणवत्ता सायंकाळी आढाव्यासाठी.,synthetic_extension
